700.000 0.003485
699.750 -0.001097
699.500 -0.002087
699.250 0.001198
699.000 0.000286
698.750 -0.000158
698.500 0.000168
698.250 -0.000262
698.000 0.001695
697.750 0.001520
697.500 0.000413
697.250 0.001776
697.000 -0.000226
696.750 -0.001634
696.500 0.001075
696.250 0.002390
696.000 -0.000109
695.750 0.000572
695.500 0.000110
695.250 0.000005
695.000 -0.000334
694.750 -0.000543
694.500 0.000820
694.250 0.000451
694.000 0.001651
693.750 -0.000832
693.500 0.000726
693.250 0.000399
693.000 -0.001413
692.750 -0.000926
692.500 0.001384
692.250 0.000304
692.000 0.000731
691.750 0.000284
691.500 -0.001864
691.250 0.002392
691.000 -0.002022
690.750 -0.001963
690.500 0.000652
690.250 0.001707
690.000 0.001195
689.750 0.001182
689.500 0.001832
689.250 -0.001381
689.000 0.001112
688.750 0.000403
688.500 0.000576
688.250 -0.001397
688.000 0.001534
687.750 -0.000616
687.500 0.000276
687.250 -0.000747
687.000 -0.000232
686.750 -0.000382
686.500 0.000031
686.250 -0.001819
686.000 0.001683
685.750 0.000853
685.500 0.000385
685.250 0.001108
685.000 -0.001241
684.750 0.001103
684.500 0.001127
684.250 -0.000541
684.000 0.000518
683.750 0.000284
683.500 -0.000656
683.250 0.000395
683.000 0.000378
682.750 0.001463
682.500 0.001554
682.250 0.000277
682.000 0.001752
681.750 0.001333
681.500 0.002022
681.250 0.001392
681.000 0.000737
680.750 0.000205
680.500 0.001799
680.250 -0.001171
680.000 -0.000689
679.750 0.001249
679.500 0.002911
679.250 0.000199
679.000 -0.000050
678.750 -0.000738
678.500 0.000714
678.250 -0.002703
678.000 0.001025
677.750 0.000583
677.500 0.002166
677.250 0.001560
677.000 0.005364
676.750 0.001962
676.500 0.000031
676.250 0.001134
676.000 0.001617
675.750 -0.000237
675.500 -0.001913
675.250 0.000409
675.000 -0.000626
674.750 -0.000785
674.500 0.000176
674.250 0.000385
674.000 0.001106
673.750 0.000414
673.500 0.000475
673.250 0.002717
673.000 0.001492
672.750 0.002600
672.500 0.000252
672.250 0.002480
672.000 0.000457
671.750 0.000962
671.500 0.002991
671.250 0.001473
671.000 0.003620
670.750 0.001495
670.500 0.002955
670.250 0.006124
670.000 0.002939
669.750 0.000903
669.500 0.000541
669.250 -0.000725
669.000 0.001060
668.750 0.000069
668.500 0.002306
668.250 0.002930
668.000 0.001625
667.750 -0.001658
667.500 0.001622
667.250 0.002226
667.000 0.001875
666.750 0.001441
666.500 0.001486
666.250 0.001678
666.000 -0.002652
665.750 0.001211
665.500 0.001754
665.250 0.002511
665.000 -0.000742
664.750 0.003748
664.500 0.000592
